belongs_to_collection,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,keywords,cast,crew,ratings
,"10749,18",,165911,tt0187809,fa,,A man contemplates life and compares it to a pear tree in his yard which stops producing fruit,0.385599,yhkoJ0lWGWdxKM0Rh3iKbIPxnREjpg,,iso31661 IR,1998-10-18,95.0,fa,Released,,The Pear Tree,6.0,3.0,,165911,165911,45.0
id 41649 name The Party Collection posterpath 5iNzKbwx1A98RzHKfVlAW6dBFgljpg backdroppath ei81wJg1P8OwRyhQkXWqmNJ1Y9Fjpg,"18,10749,35",,166,tt0082100,fr,La Boum,Le Boum is the story of a 13yearold French girl dealing with moving to a new city and school in Paris while at the same time her parents are getting a divorce,12.105748,1a7lRpHfOtmnvlbxLnt5mBk8RPAjpg,"9,7961,28766",iso31661 FR,1980-01-01,110.0,fr,Released,,The Party,6.4,225.0,"90,246,248,596,1525,5600,10707,10791,14751,33648",166,166,28.278008298755186
,"18,35",,1660,tt0074152,fr,Largent de poche,Various experiences of childhood are seen in several sequences that take place in the small town of Thiers France Vignettes include a boys awakening interest in girls couples doubledating at the movies brothers giving their friend a haircut a boy dealing with an abusive home life a baby and a cat sitting by an open window a child telling a dirty joke and a boy who develops a crush on his friends mother,1.830794,jmj7ZsBP9fN6Ji6QhpIfHVQZyu8jpg,"53,64",iso31661 FR,1976-03-17,104.0,fr,Released,,Small Change,7.7,23.0,"65,254,516,1228,1388,1525,1850,2467,5890,10103,10508,10791,10873,33580,157955,206834,210615,210616",1660,1660,35.48679245283019
,"16,28,12",httpwwwdccomicscommoviessupermanunbound2013,166076,tt2617456,en,Superman Unbound,Based on the Geoff JohnsGary Frank 2008 release Superman Brainiac Superman Unbound finds the horrific force responsible for the destruction of Krypton Brainiac descending upon Earth Brainiac has crossed the universe collecting cities from interesting planets Kandor included and now the allknowing everevolving android has his sights fixed on Metropolis Superman must summon all of his physical and intellectual resources to protect his city the love of his life and his newlyarrived cousin Supergirl,7.389122,sbGj8yQeUlIDZdffsuFv4Cy9snkjpg,"429,2785,4811,9993",iso31661 US,2013-05-06,75.0,"en,fr,es",Released,The machine is coming,Superman Unbound,6.6,109.0,"83,849,163455,179102,195526",166076,166076,20.0
,"18,35",,1661,tt0177507,de,Absolute Giganten,The Hamburg friends Walter Ricco and Floyd take each day as it comes between the estates of tower blocks and fast food restaurants All three are in their early twenties and are dreaming of another life when Floyd suddenly takes a job on a freighter going to Singapore,1.874545,r9PsrHr1EmpJEzpJO0uqUxgOSvqjpg,1972,iso31661 DE,1999-09-30,80.0,de,Released,,Gigantics,7.9,28.0,"455,1567,5690,5692,5694,6054,167043",1661,1661,31.181818181818183
,27,httpwwwodysseepicturescomcat6,166161,tt1801063,en,Jacob,Lonely and disturbed Jacob Kell loved his little sister more than anything on earth When tragedy strikes Jacob retaliates the only way he knows how  and anyone who crosses his path will know there is no limit to his brutal vengeance,0.834734,nG1WdvRSc9JRT8OyraGBUgocOMNjpg,14217,iso31661 US,2011-09-30,90.0,de,Released,Where innocence ends vengeance begins,Jacob,3.7,5.0,,166161,166161,30.0
,"18,28,53,80",,1662,tt0100685,en,State of Grace,Terry Noonan returns home to New Yorks Hells Kitchen after a ten year absence He soon hooks up with childhood pal Jackie who is involved in the Irish mob run by his brother Frankie Terry also rekindles an old flame with Jackies sister Kathleen Soon however Terry is torn between his loyalty to his friends and his loyalties to others,9.411171,5vwP5vUBqizNI5O7UU6mAgkTkGajpg,"41,364,761",iso31661 US,1990-09-14,134.0,en,Released,,State of Grace,6.5,73.0,"242,4654,8442",1662,1662,28.83817427385892
,35,,166207,tt0194283,es,Ppa Piquillo,,0.383572,CbSQrWzhsCcOSgnq4TY1hatxwsjpg,8011,iso31661 ES,1998-12-18,,es,Released,,Ppa Piquillo,4.8,8.0,"744,2679,4412,15149,15190,18035,207819",166207,166207,40.0
,"35,80,28",,166221,tt0111397,en,Teresas Tattoo,Mathematician Teresa just wanted to study during the College spring break But her friends who want her to live a little drag her out to parties The next thing she knows she has been drugged kidnapped made a redhead tattooed and wearing leather Her captors seem to be the most inept crooks ever They seem to have a plan if only she could figure out why it involves her,0.761102,yY9iaXAJYEWIs8JyNT7IdiB5FKcjpg,"4063,10399,37171",iso31661 US,1994-03-15,88.0,en,Released,,Teresas Tattoo,6.0,3.0,"331,1336,1812,188987",166221,166221,37.5
,"28,53",,166225,tt0371775,en,Khel,Two friends falling in love with the same girl leads to murder and intrigue,0.073323,eTV9G6spLsEV92pwOuhI8wDXelkjpg,,,2003-11-11,174.0,hi,Released,No ordinary game,Khel,5.0,1.0,"128,703,6054,160159,171854",166225,166225,50.0
,"18,10402,10749",,166231,tt0250690,hi,Refugee,The films tells the story of an unnamed Indian Muslim who helps illegal refugees from both India and Pakistan to cross the border through the Great Rann of Kutch The film is attributed to have been inspired by the short story Love Across the Salt Desert by Keki N Daruwalla,0.492298,m5N6HF9UpX4bRLzLtz03tWjBAFfjpg,,iso31661 IN,2000-06-30,207.0,hi,Released,A human story,Refugee,5.5,5.0,,166231,166231,50.0
,"10749,28,18",,166255,tt0251756,en,Jungle,Where beasts feared to tread he made it his home Where the scorching sun could not reach he shined in the cold bloodedness Where the police never managed to catch him he always killed,0.071764,5w0MYIua2wzXcESqXwq44BN8NRHjpg,19230,iso31661 IN,2000-07-14,0.0,,Released,,Jungle,4.5,2.0,,166255,166255,30.0
,,,166259,tt0120456,en,Virasat,After completing his studies in London England Shakti Thakur returns home to India in a small town where his family resides,0.154687,nD6cijAfrQA9SXC0qrLMA9FL2vxjpg,,,1997-07-06,0.0,,Released,,Virasat,7.0,2.0,,166259,166259,36.666666666666664
,"27,9648,53",,166271,tt2345567,en,Haunter,A teenager is stuck in a time loop that is not quite the same each time She must uncover the truth but her actions have consequences for herself and others,8.753381,vq9kFAIPxhfpnIqlE7Gp5H7UwIgjpg,"856,3388,5106,eo Production Tax Credit CPTC id 8582,11575,19091",iso31661 CA,2013-10-25,97.0,en,Released,,Haunter,5.9,211.0,"3358,6095,6155,9712,10714,10798,10854,13130,18029,41600,162846,187820,212013",166271,166271,20.0
,,httpwwwtaqwacorecom,166375,tt1519402,en,Taqwacore The Birth of Punk Islam,The word Taqwacore is a combination of hardcore a genre of punk music and taqwa an Arabic word that translates as piety or godfearing The first to use the term was writer journalist and Muslim convert Michael Muhammad Knight His novel The Taqwacores about a group of young Islamic punk rockers received a storm of recognition among young American Muslims and prompted the formation of various Muslim punk bands Written by International Documentary Film Festival Amsterdam,0.068498,ijg7C083ouNjgYgD3Q31og3xGlpjpg,,,2009-11-03,80.0,,Released,,Taqwacore The Birth of Punk Islam,6.0,1.0,,166375,166375,25.0
,,,166472,tt0013372,en,Manslaughter,Societygirl thrillseeker Lydias fun comes to an end when she accidentally causes the death of motorcycle policeman,1.625211,ezqDtQDNNe8bDmhgu2z0dOVr1kdjpg,,,1922-09-24,100.0,,Released,,Manslaughter,6.0,1.0,,166472,166472,41.666666666666664
,18,,1665,tt0403217,en,Last Days,The life and struggles of a notorious rock musician seeping into a pit of loneliness whose everyday life involves friends and family seeking financial aid and favors inspired by rock music legend Kurt Cobain and his final hours,4.790012,zNv8Jy1WP94tBE63OSAXuNUcBpGjpg,"7429,11486,13507",iso31661 US,2005-05-13,96.0,,Released,Rock and roll will never die,Last Days,5.3,95.0,"572,2350,2483,4048,4528,5288,9720,10183,10229,10984,12545,159944",1665,1665,28.253323485967503
,"10749,35,18",,166560,tt0020336,en,Chasing Rainbows,The roadshow troupe of a top Broadway show go crosscountry while taking the audience along on the onstage scenes as well as what happens and is happening back stage of the production The spectacular dancing ensembles and colorful costumes and pulchritude onstage offers a contrasting background to the drabness of the backstage where joy sorrow tragedies deception and romance are intertwined,0.460181,lknnBl8fvVUtNRBJNz0MrtYL07djpg,8411,iso31661 US,1930-02-22,100.0,en,Released,5 BIG SONG HITS,Chasing Rainbows,0.0,1.0,"4344,206999",166560,166560,25.0
,99,,1666,tt0799954,en,The Bridge,The Bridge is the controversial documentary that shows people jumping to their death from the Golden Gate Bridge in San Francisco Director Eric Steel staked out for a year under the infamous bridge filming 23 suicides The footage was then compiled along with interviews from family friends witnesses and survivors to create this disturbing yet very intriguing documentary,3.800868,9TuQpnDXEfnAvcbjAW9WEQWCTISjpg,,iso31661 US,2006-10-27,93.0,en,Released,,The Bridge,7.0,81.0,"236,582,1252,3737,3810",1666,1666,26.7
,"10402,18",,166621,tt0020713,en,Bright Lights,In this lighthearted musical an early color film a successful actress tires of the bustle and hustle of her tawdry life and settles down to what she thinks is the blissful mundaneness of married life Unfortunately the actual drudgery of wifedom takes her by surprise and domestic turmoil ensues,0.236636,3cYAgCWY8bc7nr6unnEnWG2as7Ljpg,3245,iso31661 US,1930-09-20,69.0,en,Released,What a Cast and Story  Crammed With Drama  Songs  Girls  Hatred And How Dorothy Does That HulaHula  Oh Boy,Bright Lights,0.0,1.0,"4344,12193",166621,166621,35.0
,,httpwwwcallousedhandsmoviecom,166627,tt2319797,en,Calloused Hands,A Miami boys journey into manhood over the most important summer of his life as he must learn to escape the influence of his mothers alcoholic boyfriend,0.011853,W9VoVqlkHEjJ0RAmZ6RtyeAIajjpg,,,2013-03-03,100.0,,Released,,Calloused Hands,0.0,0.0,,166627,166627,27.142857142857142
,"18,28",,166643,tt0021140,en,Men Without Women,Navy divers clear the torpedo tube of a sunken submarine,0.662595,9XKpdB2THT7wOTbV6JILLrYYP85jpg,5488,iso31661 US,1930-02-08,77.0,en,Released,,Men Without Women,4.7,3.0,"339,2682,3588",166643,166643,39.776632302405496
,,,166671,tt0343992,en,The Long and Short of It,A workman gets some unexpected help from two people of vastly different sizes,0.874789,62SWsNQxN9BcVvsuoakox69rmSLjpg,,,2003-01-01,5.0,en,Released,,The Long and Short of It,6.7,7.0,,166671,166671,22.5
,"99,18",,166677,tt0470764,en,The Flight That Fought Back,A docudrama about the efforts of the passengers aboard United Airlines Flight 93 to derail the 911 terrorists plan for the hijacked airliner,0.037647,xHVmgQjBIPWWW34Tpjc6tRF8Mbojpg,6790,iso31661 US,2004-12-31,95.0,,Released,,The Flight That Fought Back,1.0,1.0,"789,949,8044,13015,155238,235678",166677,166677,32.5
,"99,10751",httpempereurlucjacquetcomindexflashhtm,1667,tt0428803,fr,La Marche de lempereur,Every year thousands of Antarcticas emperor penguins make an astonishing journey to breed their young They walk marching day and night in single file 70 miles into the darkest driest and coldest continent on Earth  Morgan Freeman narrates this amazing truelife tale touched with humour and alive with thrills Breathtaking photography captures the transcendent beauty and staggering drama of devoted parent penguins who in the fierce polar winter take turns guarding their egg and trekking to the ocean in search of food Predators hunt them storms lash them But the safety of their adorable chicks makes it all worthwhile So follow the leader  to adventure,9.435123,yjAayG6nY9VO8IJoTLrSLUyu5kDjpg,"856,5358,7658,8661,66329,66330,66331",iso31661 FR,2005-01-26,80.0,"fr,en",Released,In the harshest place on Earth love finds a way,March of the Penguins,6.9,371.0,"970,3028,4260,4970,5698,10349,10794,157160",1667,1667,28.345008756567424
,,,166733,tt0996661,el,,Athens midAugust Tsiou addicted to substances while trying to get his dose mixes a number of people to his search through his sister and her mobster husband A chain of meetings follows where the pressure passes from one to another,0.038016,jDi5mMIpOZkpPjQeQrUNpbIKcAHjpg,,iso31661 GR,2005-10-04,0.0,el,Released,,Tsiou,4.0,1.0,,166733,166733,40.0
id 224026 name Monster High Collection posterpath z230ua2CDBkPAQCOUmENphU9Hm9jpg backdroppath kDsPcm1Qx5zjPNAZ80dBSHdTowHjpg,"16,10751",,166747,tt2650548,en,Monster High Friday Night Frights,SKRM Skultimate Roller Maze is an annual tournament between Monster High and different monster high schools that consists of a roller derby of dangerous obstacles and mazes Granite City High a high school team of gargoyles and Monster Highs oldest rivals won the school crest after defeating them in SKRM and with it taking the school spirit This has resulted in the school literally beginning to fall apart and due to the boys serious injuries after the tournament they decide not to participate any longer  This prompts the ghouls to play SKRM in the boys place and they suit up and begin training However the boys protest and claim SKRM is a boys sport only and they wont help the ghouls train This only pushes them to work har,2.328593,7sSKPOQSHYkRADVzjYhUw5CHijZjpg,33365,iso31661 US,2013-02-01,46.0,en,Released,The Monster High ghouls are back in a freaky fabulous double feature thats simply todiefor,Monster High Friday Night Frights,6.0,12.0,,166747,166747,28.333333333333332
,35,httpwwwshocomshocomedytitles3362824andrewdic,166773,tt2605244,en,Andrew Dice Clay Indestructible,Just when you thought you where safe the indestructible Andrew Dice Clay is back with a brand new standup comedy special  his first in 15 years  proving he is still the undisputed heavyweight comedy king Filmed in Chicago at the Arcada Theater Dice picks up where he left off taking on every taboo topic from gay marriage to racial stereotypes to sexual exploits,0.011189,a0VxtHKPejyMPsrz8YIE0IqF1iBjpg,"6964,21256,21684",iso31661 US,2012-12-31,57.0,en,Released,The indestructible Andrew Dice Clay is back,Andrew Dice Clay Indestructible,0.0,0.0,,166773,166773,20.0
,18,,166798,tt0051343,bn,,Bimal is a taxidriver in a small provincial town He lives alone his taxi an old 1920 Chevrolet jalopy which he named Jagaddal is his only companion and although very battered it is the apple of Bimals eye,0.073521,poTzLMAxBSKtWiiKoJYXBcKNCCBjpg,"7059,17136",iso31661 IN,1958-05-23,102.0,bn,Released,,Pathetic Fallacy,7.0,2.0,"444,14636",166798,166798,17.5
,"80,9648,53",,166874,tt0064506,ab,Ittefaq,Taking place almost entirely over the course of one stormy night a woman is terrified when an accused murderer escapes from a mental hospital and seeks refuge in her home,0.001202,bUddq0jTT0wnuqpL6tnbzKokG9Pjpg,28520,iso31661 IN,1969-10-04,104.0,hi,Released,,Coincidence,0.0,0.0,,166874,166874,27.5
,18,,166886,tt2434988,lv,Mammu es tevi mlu,Raimonds a 12 year old boy falls into a world of petty crime while trying to stay out of trouble with his mother,0.467629,1g06sLynd45BLWarebJIR5frLujjpg,74959,iso31661 LV,2013-02-11,82.0,lv,Released,,Mother I Love You,7.0,2.0,,166886,166886,30.0
,"36,18",,166888,tt0056468,it,I sequestrati di Altona,A dying German magnate invites his youngest son and daughterinlaw home to discuss the future of the familys shipbuilding empire There the daughterinlaw stumbles upon a secret of the familys Nazi past,0.524034,eZwHrozxtn4bbaLNHU7qTdhpeKajpg,641,iso31661 IT,1962-10-30,114.0,"de,it",Released,A Motion Picture As Unusual As The Roles of Its Academy Award Winning Stars,The Condemned of Altona,9.0,1.0,"2652,10329",166888,166888,40.0
id 192492 name The Jack Ryan Collection posterpath uCuiExsQDyJagov5aVAyw38YEmjpg backdroppath qYlcVBifq5T4wyWV00a5Awq0kUijpg,"28,12,53",httpwwwparamountcommovieshuntredoctober,1669,tt0099810,en,The Hunt for Red October,A new Soviet nuclear missile sub a Boomer heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and disappears This focuses the attention of both US Intelligence and the US Navy on the Russian Sub Commander   When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues A CIA analyst Jack Ryan  convinces the brass that the Boomers commander may intend something other than a nuclear first strike in mind A perilous and tense catandmouse game ensues,15.91126,bqvlKYlWq2uibsuVzKTWseeccd2jpg,"4,1693,2767",iso31661 US,1990-03-02,134.0,"en,ru",Released,Invisible Silent Stolen,The Hunt for Red October,7.2,971.0,"339,2106,2808,155460,155723",1669,1669,34.470588235294116
id 415931 name The Bowery Boys posterpath q6sA4bzMT9cK7EEmXYwt7PNrL5hjpg backdroppath foe3kuiJmg5AklhtD3skWbaTMf2jpg,35,,166904,tt0041644,en,Master Minds,When Sach eats too much sugar he goes into a trance whereby hes able to predict the future Slip tries to make some money off of Sach by using him as a fortune teller in a carnival until a mad scientist kidnaps Sach to use him in an intelligenceswitching experiment with a monster,0.43573,kS2ppyAX8NfMNuItYAg64Birapjjpg,,,1949-11-27,64.0,en,Released,THE CHILLS WILL ELECTRIFY YOU When The Bowery Boys Meet The Monster,Master Minds,0.0,0.0,190483,166904,166904,36.25
,"18,878",httpwwwkpaxcom,167,tt0272152,en,KPAX,Prot is a patient at a mental hospital who claims to be from a far away Planet His psychiatrist tries to help him only to begin to doubt his own explanations,12.400152,pCZxl9Si7i46nduSqUSzFdHYiEOjpg,"763,840,1178,19116",iso31661 DE,2001-10-22,120.0,en,Released,Change the way you look at the world,KPAX,7.1,710.0,"642,1566,3363,5340,9826,9951,11612,13194,14781,14784,15106,156810,180241,184130,199214,202735",167,167,31.904761904761905
,"10770,35,18,10749",,167012,tt1498574,fr,The Wish List,Sarah Fisher an overly organized bythenumbers kind of woman makes a wish list of all the qualities and traits her future husband should have After finding the perfect man she falls for a guy who meets none of her criteria and discovers that life and love dont always work out according to the master plan,0.79427,5VsEmClfqafGYDoGjFkQt2fP52Ijpg,,iso31661 US,2010-08-27,88.0,en,Released,,The Wish List,4.8,4.0,,167012,167012,35.0
id 10455 name Childs Play Collection posterpath 50aqbDvbOtdlZrje6Qk4ZvKM7dMjpg backdroppath AAhYXBVIEl6WgQnzfBsauTIC25jpg,"27,53",,167032,tt2230358,en,Curse of Chucky,After the passing of her mother a young woman in a wheelchair since birth is forced to deal with her sister brotherinlaw niece and their nanny as they say their goodbyes to mother When people start turning up dead Nica discovers the culprit might be a strange doll she received a few days earlier,15.771245,qoFfZa6b9xsr1dJwdb6SCiw2KHsjpg,17009,iso31661 US,2013-10-04,97.0,en,Released,Fear has a new home,Curse of Chucky,5.6,417.0,"2564,8087,10603,10685,33630,187065,190349",167032,167032,36.42857142857143
,,,167112,tt0023939,en,Dezertir,A wise and forgiving communist leader decides to send a young worker Karl Renn as an international delegate to the Soviet Union after the worker had deserted a picketline and had expressed doubts about the methods of class struggle in in his own country,0.115836,qJ3RZejPWVYhERqXpzj8ilXsHF9jpg,,,1933-09-18,0.0,,Released,,Deserter,5.0,1.0,,167112,167112,36.25
,,,167190,tt1352849,en,Western Spaghetti,Stop motion movie showing the cooking of spaghetti using everyday objects instead of food,1.39406,VYsKarJ60dBaEgw8oZLtIqN6ijjpg,,,2008-04-26,2.0,,Released,,Western Spaghetti,6.9,15.0,,167190,167190,5.0
,"53,27",httpwwwthemidnightgamecom,167198,tt2155391,en,The Midnight Game,After playing a pagan ritual on a dare a group of high school students find themselves trapped in an endless cycle of their worst fears,1.64194,p4Hav1ndkCPWYb6b43xTGmBz4Hhjpg,,,2013-03-02,74.0,,Released,,The Midnight Game,2.4,6.0,,167198,167198,35.0
,"28,12,53",,1672,tt0082949,en,Le Professionnel,French secret agent Joss Baumont is sent to kill the president Njala of an African country However a counterorder is given before he can execute his mission and he is abandoned in the hands of foreign authorities He escapes and seeks revenge by pursuing what was his original mission,10.093285,lcqPvmGXmkGwhr5fIox6ZEyol4mjpg,,iso31661 FR,1981-10-21,108.0,fr,Released,,The Professional,7.1,71.0,"90,378,409,960,1157,2051,9748,9777",1672,1672,36.110130214080776
,37,,167262,tt0082145,en,Cattle Annie and Little Britches,Cattle Annie and Little Britches is a 1981 American film1 starring Burt Lancaster Rod Steiger Diane Lane and Amanda Plummer based on the lives of two adolescent girls in the late 19th century Oklahoma Territory who became infatuated with the Western outlaws that they had read about in Ned Buntlines stories and left their homes to join the criminals It was scripted by David Eyre and Robert Ward from Robert Wards book and directed by Lamont Johnson,0.378564,vOOxaM9SWE3fTaQ6uN6hybIZrKDjpg,,,1981-04-24,97.0,"en,fr",Released,They told the DoolinDalton Gang where to go  Thenthey went with them,Cattle Annie and Little Britches,5.7,3.0,,167262,167262,30.0
,"28,37",,1673,tt0053729,en,Comanche Station,A man saves a woman who had been kidnapped by Comanches then struggles to get both of them home alive,3.65779,5be8tXSibDcrX3cCKbe3uNxrunkjpg,"441,16326",iso31661 US,1960-03-01,73.0,en,Released,The OneMan War Against The Comancheros,Comanche Station,6.2,24.0,"10322,179419",1673,1673,36.79293250286005
,"80,53",,167330,tt2374308,de,Mord in Eberswalde,,0.784362,wlspYSvGFZbI9QpQCBExbiOWkbajpg,46,iso31661 DE,2013-01-30,90.0,de,Released,,Mord in Eberswalde,6.3,4.0,,167330,167330,27.5
,35,,167364,tt2055790,fr,Turf,This is the story of four French friends the Greek an osteopath Fifi who lives with his mother Fortun a West Indian and Freddy a gambler They meet up regularly at a Parisian bookmakers their favourite haunt Tired of frittering away the little spare cash they have they agree to give up gambling But no sooner have they taken this pledge than Fate intervenes in the guise of the turf king Monsieur Paul The latter persuades the four friends to buy a champion racehorse not knowing that it is in fact an old nag,2.202562,yIuex0hOV3wcRK25wRztKm56uIgjpg,6832,iso31661 FR,2013-02-13,102.0,fr,Released,,Turf,4.2,31.0,,167364,167364,35.0
,18,,167424,tt2343536,de,Die Lebenden,The personal journey of young Sita is not only an expedition into her familys burdened past during World War 2 It is also a journey to the abyss of modern European society a trip which takes her from Berlin to Romania via Vienna and Warsaw  about losing ones homeland and discovering oneself about hope and responsibility,0.386129,7PUSNyZ19SA3JmEzOcGCnxf8ezVjpg,"1618,10771,52412",iso31661 AT,2012-09-25,0.0,"de,ro,en",Released,,The Dead and the Living,0.0,0.0,187056,167424,167424,37.5
,18,,167494,tt0071707,bn,,Four men each peculiar in his own way embark on a quest to reason with the estranged wife of the protagonist,2.87607,2jV9sVBtvbk9v8o50wVzgE5jEA0jpg,,iso31661 IN,1974-01-01,120.0,bn,Released,,Reason Debate and a Story,5.0,1.0,3679,167494,167494,34.285714285714285
,"35,18",,1675,tt0070460,fr,La nuit amricaine,A committed film director struggles to complete his movie while coping with a myriad of crises personal and professional among the cast and crew,10.101183,zvKZPqLyFfZ1wi8BFKG2KgNZ5mYjpg,"53,1650,10460",iso31661 FR,1973-05-24,115.0,"en,fr",Released,A movie for people who love movies,Day for Night,8.0,100.0,"725,774,886,1388,1861,2559,3973,34094",1675,1675,31.846153846153847
,"99,16",,167502,tt1817287,en,Is the Man Who Is Tall Happy,A series of interviews featuring linguist philosopher and activist Noam Chomsky done in handdrawn animation,1.512586,4OEbqYd4kSwAvw2PNZlr0lKlmKyjpg,,,2013-11-22,88.0,en,Released,An Animated Conversation with Noam Chomsky,Is the Man Who Is Tall Happy,7.1,32.0,,167502,167502,38.75
,99,,167548,tt0494831,sr,Knjiga rekorda utke,A documentary about bizarre residents of Shutka a Macedonian village built on the former city dump area Shutka where everyone is the champion of something This film is a celebration of the culture humor spirit oddities and idiosyncrasies of the Roma one of the worlds poorest and most persecuted peoples Ultimately we are instructed in the celebration of life despite any and all circumstances  everyone is of value here,0.285012,i1KM7wIA2boPpvfC3spd62Sl2xljpg,,iso31661 RS,2005-11-03,78.0,"mk,sr",Released,,The Shutka Book of Records,6.5,2.0,"394,171886",167548,167548,31.666666666666668
,"27,18,80",,167556,tt0074942,en,My Friends Need Killing,A traumatized Vietnam veteran goes on a killing spree targeting the men with whom he served in the army,5e-05,ihgv3qf1YXfNZLf0MxtQTcPkj25jpg,6906,iso31661 US,1976-12-10,73.0,en,Released,Would you like to be this mans friend,My Friends Need Killing,0.0,0.0,"2957,17987,233450",167556,167556,35.0
,"10749,37",,1676,tt0063811,en,Will Penny,Will Penny an aging cowpoke takes a job on a ranch which requires him to ride the line of the property looking for trespassers or worse squatters He finds that his cabin in the high mountains has been appropriated by a woman whose guide to Oregon has deserted her and her son Too ashamed to kick mother and child out just as the bitter winter of the mountains sets in he agrees to share the cabin until the spring thaw But it isnt just the snow that slowly thaws the lonely man and woman soon forget their mutual hostility and start developing a deep love for one another,4.010324,qaQdtZCJL5G6gGMCCsZOYEXxNIGjpg,4,iso31661 US,1967-12-19,110.0,en,Released,The Brute in Everyman Was Also in Him  And the Love and the Violence,Will Penny,6.4,20.0,"1822,2673,3623,5692,5701,10950,14677,155291,158615",1676,1676,32.46805502691534
,18,httpwwwreichderfilmat,167618,tt2180549,de,Der Fall Wilhelm Reich,At the end of his life Wilhelm Reich  psychiatrist and experimental scientist searching for the fundamentals of life  finds himself on trial charged with deception His dream of liberating human individuality makes him a dangerous opponent of an American system that is striving after 1945 for global hegemony using all available means Was it madness to believe in mans liberty or was Reich simply in the wrong place at the wrong time and being a holistic global thinker accurately observing farreaching sociopolitical linkages Ten years after his mysterious death his writings once burnt by the US FDA become an important source of inspiration for a 68 generation in revolt  Written by Novotny amp Novotny,0.288609,iVNN2jM0aY2mqyJTIEPtDU7C0GFjpg,"122,15040,50451",iso31661 AT,2013-01-17,110.0,"en,de",Released,,The Strange Case of Wilhelm Reich,6.0,1.0,"1625,2800,5565",167618,167618,10.0
,,,167644,tt1411274,en,Laulu kotiikvst,Rocker Kai Latvalehto has a wife and a son almost everything a man could wish for Still he feels that something is missing Accompanied by his father he drives across Sweden to refresh his childhood memories of life in Gothenburg in the 1970s This journey of identities brings the two men closer,0.1568,lHa8Hu9ZZpVb6ySewSvOksQkWJPjpg,,iso31661 FI,2012-09-23,90.0,,Released,,Finnish Blood Swedish Heart,5.5,2.0,,167644,167644,30.833333333333332
,99,httpmystuffmoviecom,167658,tt2599898,en,Tavarataivas,Twentysomething Petri got over a breakup by pushing his credit card limit in order to buy stuff Still after three years the anxiety remains so all things must go into a storage container For a year Petri allows himself to retrieve only one item per day New life begins naked next to a radiator,0.867073,lDvmGyc8qbmJGYobuY4inVOMzEXjpg,,iso31661 FI,2013-01-23,80.0,fi,Released,,My Stuff,6.8,9.0,,167658,167658,32.5
id 224026 name Monster High Collection posterpath z230ua2CDBkPAQCOUmENphU9Hm9jpg backdroppath kDsPcm1Qx5zjPNAZ80dBSHdTowHjpg,"16,10751,14",,167666,tt2395337,en,Monster High Escape from Skull Shores,Its officially Spring Break at Monster High and Lagoona takes her gilfriends across the sea to the Great Barrier Reef but they are ship wrecked and end up on a mysterious skull shaped island Here they enjoy the local hospitality until they realize that they are being used by a slippery showman named Farnum to lure the rarest most mysterious monster of them all the Beast into a trap Frankie is taken by the Beast but tables turn and she ends up rescuing him and returning with him to Monster High The story goes to high voltage when they realize that Frankie has inadvertently led Farnum to the location of the greatest gathering of monsters anywhereMonster High,2.341218,fEJEw9WhoVxRb7NemhYZM8bAFlajpg,,,2012-02-16,45.0,en,Released,,Monster High Escape from Skull Shores,6.3,7.0,,167666,167666,50.0
,"18,10402",,1677,tt0350258,en,Ray,Born on a sharecropping plantation in Northern Florida Ray Charles went blind at seven Inspired by a fiercely independent mom who insisted he make his own way He found his calling and his gift behind a piano keyboard Touring across the Southern musical circuit the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together,10.603762,fPDsBL0MdegEvyPhim9b5srHOqGjpg,"33,2233,2234,8833",iso31661 US,2004-10-29,152.0,en,Released,The extraordinary life story of Ray Charles,Ray,7.2,481.0,"577,634,727,963,1228,1416,1741,2495,2635,2776,4746,5565,5626,5707,5708,5711,5716,5718",1677,1677,26.071428571428573
,10749,httpwwwtrevannersesefilmsmacitronergula,167726,tt2172061,sv,Sm citroner gula,Agnes has most things in life a family who are always there for her a good job in the restaurant industry a boyfriend who loves her and a best friend whom she knows inside out Or does she All of a sudden things begin to crumble one by one and soon nothing is as it was,0.343246,nUQ4vc0W0seaIhlXVPwAmq1lAegjpg,11792,iso31661 SE,2013-02-20,99.0,sv,Released,Let love be the essential ingredient,Love and Lemons,4.9,8.0,"1918,1946,3739,3914,18295,41607,187056",167726,167726,15.0
,,,167738,tt0116465,en,Guy,A young female filmmaker looks through her camera for an object to film She wants to film the private live of an ordinary person and starts following Guy He is very irritated about this girl following him always looking through her camera never showing herself She does not even say her name but follows him even home to his bedroom He tries to get rid of her but she does not stop After a while he gets used to the camera and the girl behind it and tries to get involved with her First she protects herself with her camera but cannot keep the barrier up When their feelings and Guys actions become too confusing for them Guy disappears mysteriously,0.60839,oRoFdCiztO09Af9f9ouke8tUVTijpg,,,1997-12-17,91.0,en,Released,She was looking for something special She found much more than she was looking for,Guy,6.0,1.0,,167738,167738,29.032258064516128
